0610010F05Rik	KIAA1841
Dmrta2	DMRTA2
Dmrtb1	DMRTB1
Dmrtc2	DMRTC2
Dmtf1	DMTF1
Dmtn	DMTN
Dmwd	DMWD
Dmxl1	DMXL1
Dmxl2	DMXL2
Dna2	DNA2
Dnaaf1	DNAAF1
Dnaaf2	DNAAF2
Dnaaf3	DNAAF3
Dnaaf4	DNAAF4
Dnaaf5	DNAAF5
Dnah1	DNAH1
Dnah10	DNAH10
Dnah11	DNAH11
Dnah12	DNAH12
Dnah17	DNAH17
Dnah2	DNAH2
Dnah3	DNAH3
Dnah5	DNAH5
Dnah6	DNAH6
Dnah7a	DNAH7
Dnah7b	DNAH7
Dnah7c	DNAH7
Dnah8	DNAH8
Dnah9	DNAH9
Dnaic1	DNAI1
Dnaic2	DNAI2
Dnaja2	DNAJA2
Dnaja3	DNAJA3
Dnaja4	DNAJA4
Dnajb1	DNAJB1
Dnajb11	DNAJB11
Dnajb12	DNAJB12
Dnajb13	DNAJB13
Dnajb14	DNAJB14
Dnajb2	DNAJB2
Dnajb4	DNAJB4
Dnajb5	DNAJB5
Dnajb6	DNAJB6
Dnajb7	DNAJB7
Dnajb8	DNAJB8
Dnajb9	DNAJB9
Dnajc1	DNAJC1
Dnajc10	DNAJC10
Dnajc11	DNAJC11
Dnajc12	DNAJC12
Dnajc13	DNAJC13
Dnajc14	DNAJC14
Dnajc15	DNAJC15
Dnajc16	DNAJC16
Dnajc17	DNAJC17
Dnajc18	DNAJC18
Dnajc2	DNAJC2
Dnajc21	DNAJC21
Dnajc22	DNAJC22
Dnajc24	DNAJC24
Dnajc25	DNAJC25
Dnajc27	DNAJC27
Dnajc28	DNAJC28
Dnajc3	DNAJC3
Dnajc30	DNAJC30
Dnajc4	DNAJC4
Dnajc5	DNAJC5
Dnajc5b	DNAJC5B
Dnajc5g	DNAJC5G
Dnajc6	DNAJC6
Dnajc7	DNAJC7
Dnajc8	DNAJC8
Dnajc9	DNAJC9
Dnal1	DNAL1
Dnal4	DNAL4
Dnali1	DNALI1
Dnase1	DNASE1
Dnase1l1	DNASE1L1
Dnase1l2	DNASE1L2
Dnase1l3	DNASE1L3
Dnase2a	DNASE2
Dnase2b	DNASE2B
Dnd1	DND1
Dner	DNER
Dnhd1	DNHD1
Dnlz	DNLZ
Dnm1	DNM1
Dnm1l	DNM1L
Dnm2	DNM2
Dnm3	DNM3
Dnmbp	DNMBP
Dnmt1	DNMT1
Dnmt3a	DNMT3A
Dnmt3b	DNMT3B
Dnmt3c	DNMT3B
Dnmt3l	DNMT3L
Dnpep	DNPEP
Dnph1	DNPH1
Dntt	DNTT
Dnttip1	DNTTIP1
Dnttip2	DNTTIP2
Doc2a	DOC2A
Doc2b	DOC2B
Dock1	DOCK1
Dock10	DOCK10
Dock11	DOCK11
Dock2	DOCK2
Dock3	DOCK3
Dock4	DOCK4
Dock5	DOCK5
Dock6	DOCK6
Dock7	DOCK7
Dock8	DOCK8
Dock9	DOCK9
Dohh	DOHH
Dok1	DOK1
Dok2	DOK2
Dok3	DOK3
Dok4	DOK4
Dok5	DOK5
Dok6	DOK6
Dok7	DOK7
Dolk	DOLK
Dolpp1	DOLPP1
Donson	DONSON
Dop1a	DOP1A
Dop1b	DOP1B
Dot1l	DOT1L
Doxl1	AOC1
Doxl2	AOC1
Dpagt1	DPAGT1
Dpep1	DPEP1
Dpep2	DPEP2
Dpep2nb	DPEP2NB
Dpep3	DPEP3
Dpf1	DPF1
Dpf2	DPF2
Dpf3	DPF3
Dph1	DPH1
Dph2	DPH2
Dph3	DPH3
Dph5	DPH5
Dph6	DPH6
Dph7	DPH7
Dpm1	DPM1
Dpm2	DPM2
Dpm3	DPM3
Dpp10	DPP10
Dpp3	DPP3
Dpp4	DPP4
Dpp6	DPP6
Dpp7	DPP7
Dpp8	DPP8
Dpp9	DPP9
Dppa2	DPPA2
Dppa3	DPPA3
Dppa4	DPPA4
Dppa5a	DPPA5
Dpt	DPT
Dpy19l2	DPY19L2
Dpy19l3	DPY19L3
Dpy19l4	DPY19L4
Dpy30	DPY30
Dpyd	DPYD
Dpys	DPYS
Dpysl2	DPYSL2
Dpysl3	DPYSL3
Dpysl4	DPYSL4
Dpysl5	DPYSL5
DQ267100	SNORD114-26
DQ267100	SNORD114-29
DQ267101	SNORD114-26
DQ267101	SNORD114-29
DQ267102	SNORD114-26
DQ267102	SNORD114-29
Dqx1	DQX1
Dr1	DR1
Dram1	DRAM1
Dram2	DRAM2
Drap1	DRAP1
Draxin	DRAXIN
Drc1	DRC1
Drc3	DRC3
Drc7	DRC7
Drd1	DRD1
Drd2	DRD2
Drd3	DRD3
Drd4	DRD4
Drd5	DRD5
Drg1	DRG1
Drg2	DRG2
Drosha	DROSHA
Drp2	DRP2
Dsc1	DSC1
Dsc2	DSC2
Dsc3	DSC3
Dscam	DSCAM
Dscaml1	DSCAML1
Dscc1	DSCC1
Dse	DSE
Dsel	DSEL
Dsg1a	DSG1
Dsg1b	DSG1
Dsg1c	DSG1
Dsg2	DSG2
Dsg3	DSG3
Dsg4	DSG4
Dsn1	DSN1
Dsp	DSP
Dspp	DSPP
Dst	DST
Dstn	DSTN
Dstyk	DSTYK
Dtd1	DTD1
Dtd2	DTD2
Dthd1	DTHD1
Dtl	DTL
Dtna	DTNA
Dtnbp1	DTNBP1
Dtwd1	DTWD1
Dtwd2	DTWD2
Dtx1	DTX1
Dtx2	DTX2
Dtx3	DTX3
Dtx3l	DTX3L
Dtx4	DTX4
Dtymk	DTYMK
Duox1	DUOX1
Duox2	DUOX2
Duoxa1	DUOXA1
Duoxa2	DUOXA2
Dupd1	DUPD1
Dus1l	DUS1L
Dus2	DUS2
Dus3l	DUS3L
Dus4l	DUS4L
Dusp1	DUSP1
Dusp10	DUSP10
Dusp11	DUSP11
Dusp12	DUSP12
Dusp13	DUSP13
Dusp14	DUSP14
Dusp15	DUSP15
Dusp16	DUSP16
Dusp18	DUSP18
Dusp19	DUSP19
Dusp2	DUSP2
Dusp21	DUSP21
Dusp22	DUSP22
Dusp23	DUSP23
Dusp26	DUSP26
Dusp27	DUSP27
Dusp28	DUSP28
Dusp4	DUSP4
Dusp5	DUSP5
Dusp6	DUSP6
Dusp7	DUSP7
Dusp8	DUSP8
Dusp9	DUSP9
Dut	DUT
Duxbl1	DUX4
Duxbl2	DUX4
Duxbl3	DUX4
Dvl1	DVL1
Dvl2	DVL2
Dvl3	DVL3
Dxo	DXO
Dydc1	DYDC1
Dydc2	DYDC2
Dym	DYM
Dync1h1	DYNC1H1
Dync1i1	DYNC1I1
Dync1i2	DYNC1I2
Dync1li1	DYNC1LI1
Dync1li2	DYNC1LI2
Dync2h1	DYNC2H1
Dync2li1	DYNC2LI1
Dynll1	DYNLL1
Dynll2	DYNLL2
Dynlrb1	DYNLRB1
Dynlrb2	DYNLRB2
Dynlt1a	DYNLT1
Dynlt1b	DYNLT1
Dynlt1c	DYNLT1
Dynlt1f	DYNLT1
Dynlt3	DYNLT3
Dyrk1a	DYRK1A
Dyrk1b	DYRK1B
Dyrk2	DYRK2
Dyrk3	DYRK3
Dyrk4	DYRK4
Dysf	DYSF
Dytn	DYTN
Dzank1	DZANK1
Dzip1	DZIP1
Dzip1l	DZIP1L
Dzip3	DZIP3
E130308A19Rik	KIAA1958
E130309D02Rik	C7orf26
E130311K13Rik	C3orf33
E2f1	E2F1
E2f2	E2F2
E2f3	E2F3
E2f4	E2F4
E2f5	E2F5
E2f6	E2F6
E2f7	E2F7
E2f8	E2F8
E330009J07Rik	DENND11
E330014E10Rik	PRAMEF1
E330014E10Rik	PRAMEF12
E330014E10Rik	PRAMEF2
E330014E10Rik	PRAMEF8
E330014E10Rik	PRAMEF10
E330014E10Rik	PRAMEF20
E330014E10Rik	PRAMEF17
E330014E10Rik	PRAMEF19
E330014E10Rik	PRAMEF14
E330014E10Rik	PRAMEF15
E330014E10Rik	PRAMEF9
E330014E10Rik	PRAMEF7
E330014E10Rik	PRAMEF25
E330014E10Rik	PRAMEF6
E330014E10Rik	PRAMEF33
E330014E10Rik	PRAMEF11
E330014E10Rik	PRAMEF4
E330014E10Rik	PRAMEF5
E330014E10Rik	PRAMEF27
E330014E10Rik	PRAMEF13
E330014E10Rik	PRAMEF18
E330014E10Rik	PRAMEF26
E430018J23Rik	ZNF764
E430018J23Rik	ZNF747
E4f1	E4F1
Eaf1	EAF1
Eaf2	EAF2
Eapp	EAPP
Ear1	RNASE2
Ear1	RNASE3
Ear10	RNASE2
Ear10	RNASE3
Ear14	RNASE2
Ear14	RNASE3
Ear2	RNASE2
Ear2	RNASE3
Ear6	RNASE2
Ear6	RNASE3
Ears2	EARS2
Ebag9	EBAG9
Ebf1	EBF1
Ebf2	EBF2
Ebf3	EBF3
Ebf4	EBF4
Ebi3	EBI3
Ebna1bp2	EBNA1BP2
Ebp	EBP
Ebpl	EBPL
Ecd	ECD
Ece1	ECE1
Ece2	ECE2
Ecel1	ECEL1
Ech1	ECH1
Echdc1	ECHDC1
Echdc2	ECHDC2
Echdc3	ECHDC3
Echs1	ECHS1
Eci1	ECI1
Eci2	ECI2
Eci3	ECI2
Ecm1	ECM1
Ecm2	ECM2
Ecpas	ECPAS
Ecrg4	ECRG4
Ecscr	ECSCR
Ecsit	ECSIT
Ect2	ECT2
Ect2l	ECT2L
Eda	EDA
Eda2r	EDA2R
Edar	EDAR
Edaradd	EDARADD
Edc3	EDC3
Edc4	EDC4
Eddm3b	EDDM3B
Eddm3b	EDDM3A
Edem1	EDEM1
Edem2	EDEM2
Edem3	EDEM3
Edf1	EDF1
Edil3	EDIL3
Edn1	EDN1
Edn2	EDN2
Edn3	EDN3
Ednra	EDNRA
Ednrb	EDNRB
Edrf1	EDRF1
Eea1	EEA1
Eed	EED
Eef1a2	EEF1A2
Eef1akmt1	EEF1AKMT1
Eef1akmt2	EEF1AKMT2
Eef1akmt3	EEF1AKMT3
Eef1akmt4	EEF1AKMT4
Eef1aknmt	EEF1AKNMT
Eef1b2	EEF1B2
Eef1d	EEF1D
Eef1e1	EEF1E1
Eef1e1	EEF1E1-BLOC1S5
Eef1g	EEF1G
Eef2	EEF2
Eef2k	EEF2K
Eef2kmt	EEF2KMT
Eef2kmt	FAM86B2
Eef2kmt	FAM86C1
Eef2kmt	FAM86B1
Eefsec	EEFSEC
Eepd1	EEPD1
Efcab1	EFCAB1
Efcab10	EFCAB10
Efcab11	EFCAB11
Efcab12	EFCAB12
Efcab14	EFCAB14
Efcab2	EFCAB2
Efcab3	EFCAB3
Efcab5	EFCAB5
Efcab6	EFCAB6
Efcab7	EFCAB7
Efcab9	EFCAB9
Efcc1	EFCC1
Efemp1	EFEMP1
Efemp2	EFEMP2
Efhb	EFHB
Efhc1	EFHC1
Efhc2	EFHC2
Efhd1	EFHD1
Efhd2	EFHD2
Efl1	EFL1
Efna1	EFNA1
Efna2	EFNA2
Efna3	EFNA3
Efna4	EFNA4
Efna5	EFNA5
Efnb1	EFNB1
Efnb2	EFNB2
Efnb3	EFNB3
Efr3a	EFR3A
Efr3b	EFR3B
Efs	EFS
Eftud2	EFTUD2
Egf	EGF
Egfl6	EGFL6
Egfl7	EGFL7
Egfl8	EGFL8
Egflam	EGFLAM
Egfr	EGFR
Egln1	EGLN1
Egln2	EGLN2
Egln3	EGLN3
Egr1	EGR1
Egr2	EGR2
Egr3	EGR3
Egr4	EGR4
Ehbp1	EHBP1
Ehbp1l1	EHBP1L1
Ehd1	EHD1
Ehd2	EHD2
Ehd3	EHD3
Ehd4	EHD4
Ehf	EHF
Ehhadh	EHHADH
Ehmt1	EHMT1
Ehmt2	EHMT2
Ei24	EI24
Eid1	EID1
Eid2	EID2
Eid2b	EID2B
Eid3	EID3
Eif1	EIF1
Eif1a	EIF1AX
Eif1ad	EIF1AD
Eif1ax	EIF1AX
Eif1b	EIF1B
Eif2a	EIF2A
Eif2ak1	EIF2AK1
Eif2ak2	EIF2AK2
Eif2ak3	EIF2AK3
Eif2ak4	EIF2AK4
Eif2b1	EIF2B1
Eif2b2	EIF2B2
Eif2b3	EIF2B3
Eif2b4	EIF2B4
Eif2b5	EIF2B5
Eif2d	EIF2D
Eif2s1	EIF2S1
Eif2s2	EIF2S2
Eif2s3x	EIF2S3
Eif2s3x	EIF2S3B
Eif3a	EIF3A
Eif3b	EIF3B
Eif3c	EIF3C
Eif3c	EIF3CL
Eif3d	EIF3D
Eif3e	EIF3E
Eif3f	EIF3F
Eif3g	EIF3G
Eif3h	EIF3H
Eif3i	EIF3I
Eif3j1	EIF3J
Eif3j2	EIF3J
Eif3k	EIF3K
Eif3l	EIF3L
Eif3m	EIF3M
Eif4a1	EIF4A1
Eif4a2	EIF4A2
Eif4a3	EIF4A3
Eif4a3l1	EIF4A3
Eif4a3l2	EIF4A3
Eif4e	EIF4E
Eif4e1b	EIF4E1B
Eif4e2	EIF4E2
Eif4e3	EIF4E3
Eif4ebp1	EIF4EBP1
Eif4ebp2	EIF4EBP2
Eif4ebp3	EIF4EBP3
Eif4enif1	EIF4ENIF1
Eif4g1	EIF4G1
Eif4g2	EIF4G2
Eif4g3	EIF4G3
Eif4h	EIF4H
Eif5	EIF5
Eif5a	EIF5A
Eif5a	EIF5AL1
Eif5a2	EIF5A2
Eif5b	EIF5B
Eif6	EIF6
Eipr1	EIPR1
Elac1	ELAC1
Elac2	ELAC2
Elane	ELANE
Elavl1	ELAVL1
Elavl2	ELAVL2
Elavl3	ELAVL3
Elavl4	ELAVL4
Elf1	ELF1
Elf2	ELF2
Elf3	ELF3
Elf4	ELF4
Elf5	ELF5
Elfn1	ELFN1
Elfn2	ELFN2
Elk1	ELK1
Elk3	ELK3
Elk4	ELK4
Ell	ELL
Ell2	ELL2
Ell3	ELL3
Elmo1	ELMO1
Elmo2	ELMO2
Elmo3	ELMO3
Elmod1	ELMOD1
Elmod2	ELMOD2
Elmod3	ELMOD3
Elmsan1	ELMSAN1
Eln	ELN
Eloa	ELOA
Eloc	ELOC
Elof1	ELOF1
Elovl1	ELOVL1
Elovl2	ELOVL2
Elovl3	ELOVL3
Elovl4	ELOVL4
Elovl5	ELOVL5
Elovl6	ELOVL6
Elovl7	ELOVL7
Elp1	ELP1
Elp2	ELP2
Elp3	ELP3
Elp4	ELP4
Elp5	ELP5
Elp6	ELP6
Emb	EMB
Emc1	EMC1
Emc10	EMC10
Emc2	EMC2
Emc3	EMC3
Emc4	EMC4
Emc6	EMC6
Emc7	EMC7
Emc8	EMC8
Emc9	EMC9
Emcn	EMCN
Emd	EMD
Eme1	EME1
Eme2	EME2
Emg1	EMG1
Emid1	EMID1
Emilin1	EMILIN1
Emilin2	EMILIN2
Emilin3	EMILIN3
Eml1	EML1
Eml2	EML2
Eml3	EML3
Eml4	EML4
Eml5	EML5
Eml6	EML6
Emp1	EMP1
Emp2	EMP2
Emp3	EMP3
Emsy	EMSY
Emx1	EMX1
Emx2	EMX2
En1	EN1
En2	EN2
Enah	ENAH
Enam	ENAM
Enc1	ENC1
Endod1	ENDOD1
Endog	ENDOG
Endou	ENDOU
Endov	ENDOV
Eng	ENG
Engase	ENGASE
Enho	ENHO
Enkd1	ENKD1
Enkur	ENKUR
Eno1	ENO1
Eno1b	ENO1
Eno2	ENO2
Eno3	ENO3
Eno4	ENO4
Enoph1	ENOPH1
Enox1	ENOX1
Enox2	ENOX2
Enpep	ENPEP
Enpp1	ENPP1
Enpp2	ENPP2
Enpp3	ENPP3
Enpp4	ENPP4
Enpp5	ENPP5
Enpp6	ENPP6
Enpp7	ENPP7
Ensa	ENSA
Enthd1	ENTHD1
Entpd1	ENTPD1
Entpd2	ENTPD2
Entpd3	ENTPD3
Entpd4	ENTPD4
Entpd4b	ENTPD4
Entpd5	ENTPD5
Entpd6	ENTPD6
Entpd7	ENTPD7
Entpd8	ENTPD8
Entr1	ENTR1
Eny2	ENY2
Eogt	EOGT
Eomes	EOMES
Ep300	EP300
Ep400	EP400
Epas1	EPAS1
Epb41	EPB41
Epb41l1	EPB41L1
Epb41l2	EPB41L2
Epb41l3	EPB41L3
Epb41l4a	EPB41L4A
Epb41l4b	EPB41L4B
Epb41l5	EPB41L5
Epb42	EPB42
Epc1	EPC1
Epc2	EPC2
Epcam	EPCAM
Epdr1	EPDR1
Epg5	EPG5
Epgn	EPGN
Epha1	EPHA1
Epha10	EPHA10
Epha2	EPHA2
Epha3	EPHA3
Epha4	EPHA4
Epha5	EPHA5
Epha6	EPHA6
Epha7	EPHA7
Epha8	EPHA8
Ephb1	EPHB1
Ephb2	EPHB2
Ephb3	EPHB3
Ephb4	EPHB4
Ephb6	EPHB6
Ephx1	EPHX1
Ephx2	EPHX2
Ephx3	EPHX3
Ephx4	EPHX4
Epm2a	EPM2A
Epm2aip1	EPM2AIP1
Epn1	EPN1
Epn2	EPN2
Epn3	EPN3
Epo	EPO
Epop	EPOP
Epor	EPOR
Epp13	EDDM13
Eppin	EPPIN
Eppin	EPPIN-WFDC6
Eppk1	EPPK1
Eprs	EPRS1
Eps15	EPS15
Eps15l1	EPS15L1
Eps8	EPS8
Eps8l1	EPS8L1
Eps8l2	EPS8L2
Eps8l3	EPS8L3
Epsti1	EPSTI1
Epx	EPX
Epyc	EPYC
Eqtn	EQTN
Eral1	ERAL1
Erap1	ERAP1
Eras	ERAS
Erbb2	ERBB2
Erbb3	ERBB3
Erbb4	ERBB4
Erbin	ERBIN
Erc1	ERC1
Erc2	ERC2
Ercc1	ERCC1
Ercc2	ERCC2
Ercc3	ERCC3
Ercc4	ERCC4
Ercc5	BIVM
Ercc5	ERCC5
Ercc5	BIVM-ERCC5
Ercc6	ERCC6
Ercc6l	ERCC6L
Ercc6l2	ERCC6L2
Ercc8	ERCC8
Ereg	EREG
Erf	ERF
Erfe	ERFE
Erg	ERG
Erg28	ERG28
Ergic1	ERGIC1
Ergic2	ERGIC2
Ergic3	ERGIC3
Erh	ERH
Eri1	ERI1
Eri2	ERI2
Eri3	ERI3
Erich1	ERICH1
Erich2	ERICH2
Erich3	ERICH3
Erich4	ERICH4
Erich5	ERICH5
Erich6	ERICH6
Erlec1	ERLEC1
Erlin1	ERLIN1
Erlin2	ERLIN2
Ermap	ERMAP
Ermard	ERMARD
Ermn	ERMN
Ermp1	ERMP1
Ern1	ERN1
Ero1l	ERO1A
Ero1lb	ERO1B
Erp27	ERP27
Erp29	ERP29
Erp44	ERP44
Errfi1	ERRFI1
Esam	ESAM
Esco1	ESCO1
Esco2	ESCO2
Esd	ESD
Esf1	ESF1
Esm1	ESM1
Espl1	ESPL1
Espn	ESPN
Espnl	ESPNL
Esr1	ESR1
Esr2	ESR2
Esrp1	ESRP1
Esrp2	ESRP2
Esrra	ESRRA
Esrrb	ESRRB
Esrrg	ESRRG
Ess2	ESS2
Esx1	ESX1
Esyt1	ESYT1
Esyt2	ESYT2
Esyt3	ESYT3
Etaa1	ETAA1
Etf1	ETF1
Etfa	ETFA
Etfb	ETFB
Etfbkmt	ETFBKMT
Etfbl	ETFB
Etfdh	ETFDH
Etfrf1	ETFRF1
Ethe1	ETHE1
Etl4	KIAA1217
Etnk1	ETNK1
Etnk2	ETNK2
Etnppl	ETNPPL
Ets1	ETS1
Ets2	ETS2
Etv1	ETV1
Etv2	ETV2
Etv3	ETV3
Etv4	ETV4
Etv5	ETV5
Etv6	ETV6
Eva1a	EVA1A
Eva1b	EVA1B
Eva1c	EVA1C
Evc	EVC
Evc2	EVC2
Evi2	EVI2B
Evi2a	EVI2A
Evi2b	EVI2B
Evi5	EVI5
Evi5l	EVI5L
Evl	EVL
Evpl	EVPL
Evx1	EVX1
Evx2	EVX2
Ewsr1	EWSR1
Exd1	EXD1
Exd2	EXD2
Exo1	EXO1
Exo5	EXO5
Exoc1	EXOC1
Exoc2	EXOC2
Exoc3	EXOC3
Exoc3l	EXOC3L1
Exoc3l2	EXOC3L2
Exoc3l4	EXOC3L4
Exoc4	EXOC4
Exoc5	EXOC5
Exoc6	EXOC6
Exoc6b	EXOC6B
Exoc7	EXOC7
Exoc8	EXOC8
Exog	EXOG
Exosc1	EXOSC1
Exosc10	EXOSC10
Exosc2	EXOSC2
Exosc3	EXOSC3
Exosc4	EXOSC4
Exosc5	EXOSC5
Exosc6	EXOSC6
Exosc7	EXOSC7
Exosc8	EXOSC8
Exosc9	EXOSC9
Exph5	EXPH5
Ext1	EXT1
Ext2	EXT2
Extl1	EXTL1
Extl2	EXTL2
Extl3	EXTL3
Eya1	EYA1
Eya2	EYA2
Eya3	EYA3
Eya4	EYA4
Ezh1	EZH1
Ezh2	EZH2
Ezr	EZR
F10	F10
F11	F11
F11r	F11R
F12	F12
F13a1	F13A1
F13b	F13B
F2	F2
F2r	F2R
F2rl1	F2RL1
F2rl2	F2RL2
F2rl3	F2RL3
F3	F3
F5	F5
F7	F7
F8	F8
F8a	F8A2
F8a	F8A3
F8a	F8A1
F9	F9
Fa2h	FA2H
Faah	FAAH
Faap100	FAAP100
Faap24	FAAP24
Fabp1	FABP1
Fabp12	FABP12
Fabp2	FABP2
Fabp3	FABP3
Fabp4	FABP4
Fabp5	FABP5
Fabp6	FABP6
Fabp7	FABP7
Fabp9	FABP9
Fadd	FADD
Fads1	FADS1
Fads2	FADS2
Fads3	FADS3
Fads6	FADS6
Faf1	FAF1
Faf2	FAF2
Fah	FAH
Fahd1	FAHD1
Fahd2a	FAHD2A
Faim	FAIM
Faim2	FAIM2
Faiml	FAIM
Fam102a	FAM102A
Fam102b	FAM102B
Fam104a	FAM104B
Fam107a	FAM107A
Fam107b	FAM107B
Fam110a	FAM110A
Fam110b	FAM110B
Fam110c	FAM110C
Fam111a	FAM111A
Fam114a1	FAM114A1
Fam114a2	FAM114A2
Fam117a	FAM117A
Fam117b	FAM117B
Fam118a	FAM118A
Fam118b	FAM118B
Fam120a	FAM120A
Fam120b	FAM120B
Fam120c	FAM120C
Fam122a	FAM122A
Fam122b	FAM122B
Fam122c	FAM122C
Fam124a	FAM124A
Fam124b	FAM124B
Fam126a	FAM126A
Fam126b	FAM126B
Fam129a	NIBAN1
Fam129b	NIBAN2
Fam129c	NIBAN3
Fam131a	FAM131A
Fam131b	FAM131B
Fam131c	FAM131C
Fam133b	FAM133B
Fam135a	FAM135A
Fam135b	FAM135B
Fam136a	FAM136A
Fam13a	FAM13A
Fam13b	FAM13B
Fam13c	FAM13C
Fam149a	FAM149A
Fam149b	FAM149B1
Fam151a	FAM151A
Fam151b	FAM151B
Fam155a	FAM155A
Fam160a1	FAM160A1
Fam160a2	FAM160A2
Fam160b1	FAM160B1
Fam160b2	FAM160B2
Fam161a	FAM161A
Fam161b	FAM161B
Fam162a	FAM162A
Fam162b	FAM162B
Fam163a	FAM163A
Fam163b	FAM163B
Fam166a	FAM166A
Fam166b	FAM166B
Fam167a	FAM167A
Fam167b	FAM167B
Fam168a	FAM168A
Fam168b	FAM168B
Fam169a	FAM169A
Fam169b	FAM169B
Fam170a	FAM170A
Fam170b	FAM170B
Fam171a1	FAM171A1
Fam171a2	FAM171A2
Fam171b	FAM171B
Fam172a	FAM172A
Fam173a	ANTKMT
Fam174a	FAM174A
Fam174b	FAM174B
Fam177a	FAM177A1
Fam177a2	FAM177A1
Fam178b	FAM178B
Fam180a	FAM180A
Fam181a	FAM181A
Fam181b	FAM181B
Fam183b	FAM183A
Fam184a	FAM184A
Fam184b	FAM184B
Fam185a	FAM185A
Fam186b	FAM186B
Fam187a	FAM187A
Fam187b	FAM187B
Fam189a1	FAM189A1
Fam189a2	FAM189A2
Fam189b	FAM189B
Fam192a	PSME3IP1
Fam193a	FAM193A
Fam193b	FAM193B
Fam199x	FAM199X
Fam204a	FAM204A
Fam205c	FAM205C
Fam207a	FAM207A
Fam209	FAM209A
Fam209	FAM209B
Fam20a	FAM20A
Fam20b	FAM20B
Fam20c	FAM20C
Fam210a	FAM210A
Fam210b	FAM210B
Fam214a	FAM214A
Fam214b	FAM214B
Fam216a	FAM216A
Fam216b	FAM216B
Fam217a	FAM217A
Fam217b	FAM217B
Fam219a	FAM219A
Fam219b	FAM219B
Fam220a	FAM220A
Fam221a	FAM221A
Fam221b	FAM221B
Fam222a	FAM222A
Fam222b	FAM222B
Fam227a	FAM227A
Fam227b	FAM227B
Fam228a	FAM228A
Fam228b	FAM228B
Fam229a	FAM229A
Fam229b	FAM229B
Fam234a	FAM234A
Fam234b	FAM234B
Fam240a	FAM240A
Fam240b	FAM240B
Fam241a	FAM241A
Fam241b	FAM241B
Fam243	FAM243A
Fam243	FAM243B
Fam25c	FAM25A
Fam25c	FAM25G
Fam25c	FAM25C
Fam32a	FAM32A
Fam3a	FAM3A
Fam3b	FAM3B
Fam3c	FAM3C
Fam43a	FAM43A
Fam43b	FAM43B
Fam45a	DENND10
Fam47e	FAM47E
Fam47e	FAM47E-STBD1
Fam49a	FAM49A
Fam49b	FAM49B
Fam50a	FAM50A
Fam50b	FAM50B
Fam53a	FAM53A
Fam53b	FAM53B
Fam53c	FAM53C
Fam57a	TLCD3A
Fam57b	TLCD3B
Fam71a	FAM71A
Fam71b	FAM71B
Fam71d	FAM71D
Fam71e1	FAM71E1
Fam71e2	FAM71E2
Fam71f1	FAM71F1
Fam71f2	FAM71F2
Fam72a	FAM72B
Fam72a	FAM72A
Fam72a	FAM72D
Fam72a	FAM72C
Fam76a	FAM76A
Fam76b	FAM76B
Fam78a	FAM78A
Fam78b	FAM78B
Fam81a	FAM81A
Fam81b	FAM81B
Fam83a	FAM83A
Fam83b	FAM83B
Fam83c	FAM83C
Fam83d	FAM83D
Fam83e	FAM83E
Fam83f	FAM83F
Fam83g	FAM83G
Fam83h	FAM83H
Fam89a	FAM89A
Fam89b	FAM89B
Fam8a1	FAM8A1
Fam90a1a	FAM90A1
Fam90a1a	FAM90A26
Fam90a1b	FAM90A1
Fam90a1b	FAM90A26
Fam91a1	FAM91A1
Fam92a	FAM92A
Fam92b	FAM92B
Fam98a	FAM98A
Fam98b	FAM98B
Fam98c	FAM98C
Fan1	FAN1
Fanca	FANCA
Fancb	FANCB
Fancc	FANCC
Fancd2	FANCD2
Fancd2os	FANCD2OS
Fance	FANCE
Fancf	FANCF
Fancg	FANCG
Fanci	FANCI
Fancl	FANCL
Fancm	FANCM
Fank1	FANK1
Fap	FAP
Far1	FAR1
Far2	FAR2
Farp1	FARP1
Farp2	FARP2
Fars2	FARS2
Farsa	FARSA
Farsb	FARSB
Fas	FAS
Fasl	FASLG
Fasn	FASN
Fastk	FASTK
Fastkd1	FASTKD1
Fastkd2	FASTKD2
Fastkd3	FASTKD3
Fastkd5	FASTKD5
Fat1	FAT1
Fat2	FAT2
Fat3	FAT3
Fat4	FAT4
Fate1	FATE1
Fau	FAU
Faxc	FAXC
Fbf1	FBF1
Fbh1	FBH1
Fbl	FBL
Fblim1	FBLIM1
Fbll1	FBLL1
Fbln1	FBLN1
Fbln2	FBLN2
Fbln5	FBLN5
Fbln7	FBLN7
Fbn1	FBN1
Fbn2	FBN2
Fbp1	FBP1
Fbp2	FBP2
Fbrs	FBRS
Fbrsl1	FBRSL1
Fbxl12	FBXL12
Fbxl13	FBXL13
Fbxl14	FBXL14
Fbxl15	FBXL15
Fbxl16	FBXL16
Fbxl17	FBXL17
Fbxl18	FBXL18
Fbxl19	FBXL19
Fbxl2	FBXL2
Fbxl20	FBXL20
Fbxl22	FBXL22
Fbxl3	FBXL3
Fbxl4	FBXL4
Fbxl5	FBXL5
Fbxl6	FBXL6
Fbxl7	FBXL7
Fbxl8	FBXL8
Fbxo10	FBXO10
Fbxo11	FBXO11
Fbxo15	FBXO15
Fbxo16	FBXO16
Fbxo17	FBXO17
Fbxo2	FBXO2
Fbxo21	FBXO21
Fbxo22	FBXO22
Fbxo24	FBXO24
Fbxo25	FBXO25
Fbxo27	FBXO27
